"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AQP9",212.314583971926,6.47929904313893,0.586155888473572,11.0538837373312,2.09932013204783e-28,6.56520384895319e-24
"CXCL5",602.253882076278,5.79734175720237,0.528647790543174,10.9663595704159,5.54606510418762e-28,8.67210470016296e-24
"CXCL8",352.505795290539,4.9407542369445,0.461909183801868,10.6963758466075,1.0583709417555e-26,1.10328114871732e-22
"S100A9",124.661700596753,4.86732112065251,0.485404944895507,10.0273414431332,1.15586903711261e-23,9.03687309940568e-20
"S100A8",105.702118677594,5.83176310467937,0.588772588065407,9.90495009939476,3.96167774978826e-23,2.47787096538256e-19
"CHI3L1",835.575544420295,3.85566281261997,0.390406856859542,9.87601202405911,5.28962828117908e-23,2.50225570691987e-19
"OSM",97.6195421916441,4.30799248827996,0.436461120702324,9.87027774970616,5.6009304986535e-23,2.50225570691987e-19
"REG1B",268.637440504006,6.1027264595376,0.621672826215261,9.81662090120771,9.54908303508989e-23,3.73285592195458e-19
"DUOX2",6412.8004914418,4.1807782144716,0.437765527741239,9.55026823615687,1.29360914595757e-21,4.04550388215311e-18
"FCGR1B",179.970977153746,3.13737388978564,0.328262707869529,9.55750931973856,1.2062464569781e-21,4.04550388215311e-18
"IL1B",771.622808508746,3.86879578439086,0.405962936672363,9.52992363318434,1.57398972715048e-21,4.47485279428883e-18
"TREM1",153.015543823356,4.42953230080944,0.475586516592954,9.31383070433134,1.23303161647541e-20,3.21338314516962e-17
"UCN2",91.6287720217175,5.09299809113564,0.554108242483283,9.19134151174316,3.87972236424003e-20,9.33311980745219e-17
"HCAR2",169.892484926839,4.77618897767563,0.520990034382149,9.16752464054288,4.84005141776204e-20,1.08116377134052e-16
"CXCL1",482.164673655596,2.58582110267499,0.285788866433933,9.04801203399143,1.45594731335015e-19,3.03545602202662e-16
"ATXN1",4441.13311352545,0.495897206627974,0.0549297507664079,9.02784374057707,1.75087611144206e-19,3.22089109606632e-16
"TP53INP1",3404.9613339048,0.947783865198322,0.104981200953738,9.02812938495514,1.74631280561024e-19,3.22089109606632e-16
